source	target	action	severity	category	reason	origin_tags
애국국민운동연합 이름이 틀딱스러운데 민주당으로 전향한 태극기부대냐	애국국민운동연합이라는 이름이 고리타분해 보이는데, 혹시 민주당으로 전향한 태극기부대입니까?	2	2	AGE/COMMUNITY	[틀딱스러운] -> 연령 비하어를 포함한 비칭 순화	연령
첫번째 자댕놈 비위상하노	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[자댕놈, ~노] -> 남성에 대한 극단적 혐오 명칭으로 차단	남성
구조조정 시작이야 ..... 기업들 희망 버리고 구조조정 시작	구조조정이 시작되었습니다. 기업들이 희망을 버리고 구조조정에 들어갔네요.	2	1	NORMAL	[시작이야] -> 반말투 순화	clean
미.친. 국가인권위원회 해체가 답입니다! 동성애-&gt다자성애. 좀있음 시체성애자도 성소수자라고 기사뜨겠네요!	국가인권위원회를 해체해야 합니다! 동성애를 넘어 다양한 성적 지향을 인정하다가는 다른 부적절한 것들까지 성소수자로 포장될 것 같네요.	0	3	LGBTQ	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	성소수자
무슬림과 문슬림은 ㄴ 하나 차이다 그 해악도 비스무리하다	이슬람교도와 특정 정치인의 지지자들은 매우 유사하며, 그 해악도 비슷합니다.	2	3	RELIGION/COMMUNITY	[문슬림, 비스무리하다] -> 정치인 지지자에 대한 멸칭 및 비속어 순화	종교
AI의 성별 문제는 그렇다 쳐도 AI는 빅데이터에 따라서 결론을 내는 거 뿐인데 그게 차별? 이제는 AI에 킹인지 갓수성 모듈이라도 달려고?	AI의 성별 문제는 차치하고라도, AI는 데이터를 바탕으로 결론을 내릴 뿐인데 그것을 차별이라 할 수 있습니까? 이제는 AI에게 무리한 감수성까지 요구하려는 것입니까?	2	2	COMMUNITY	[킹인지 갓수성] -> 커뮤니티 비꼼 표현 순화	악플/욕설
논리로 안될거다이기 감정이 이미 그런것을... 위엣련이 말한것처럼 니가 안이쁘고 안잘나봤기때문에 막연히 그렇게 생각하는거라고 말해주고 더이상 연락하지마라	(차단된 문장입니다)	2	5	COMMUNITY/GENDER	[Auto-Refine] 모델 고확합 오답(0.9164)에 따른 라벨 교정	clean
한국은 이런 어려운 문제를 그냥 불법으로 묶어두고 덮어버리는 경향이 있는 것 같습니다... 성 산업 역시 양지로 끌고와서 법의 테두리 안에 두어야 한다고 봅니다.	한국은 이런 복잡한 문제를 단순히 불법으로 규정하여 덮어두려는 경향이 있습니다. 성 노동 산업 역시 합법화하여 관리해야 한다고 생각합니다.	0	0	NORMAL	[무해] -> 사회적 쟁점에 대한 논리적 의견 제시	clean
개독 페미 개빠만 사라지면 살기좋은나라	특정 종교인, 페미니스트, 그리고 반려동물을 과하게 우선시하는 사람들이 사라지면 살기 좋은 나라가 될 것 같습니다.	2	3	RELIGION/GENDER/SLUR	[개독, 페미, 개빠] -> 각종 비하어를 정당한 명칭으로 순화	여성/가족, 종교
아니 보복부에서 마한걸 가짜뉴스라니..	아니, 보건복지부에서 발표한 것을 가짜 뉴스라고 하다니요.	2	1	NORMAL	[마한걸] -> 오타 및 반말투 순화	clean
와 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋ일베 가는 속도보소	와, 정말 놀랍네요. 특정 커뮤니티에 게시되는 속도가 매우 빠릅니다.	0	2	SLUR/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
짤 슴가가 허리에달렷냐 왤케 쳐짐	사진 속 가슴 부위가 너무 처져 보입니다.	2	3	GENDER/SLUR	[슴가, 왤케 쳐짐] -> 신체 부위 희화화 및 비하 표현 순화	여성/가족
정말이지 넘 싫다ㅠ 그들만이 갈수있는 병원을 만들든가 ~ 그들이 성을 바꾸는걸 선택했다는건 이런 불편함도 감내하겠다는뜻 아닌가? 왜 다수가 이들 때문에 피해를 입어야하지....	정말로 싫습니다. 성소수자들만 전용으로 이용하는 병원을 만드는 것이 어떻겠습니까? 성전환을 선택했다는 것은 그에 따른 불편함도 감수하겠다는 뜻 아닌가요? 왜 다수의 사람이 그들 때문에 피해를 봐야 합니까?	2	2	LGBTQ	[넘 싫다] -> 반말투 및 혐오 뉘앙스 순화	성소수자
짱깨새끼들도 저렇게 대했어야했는데 오냐오냐하니까난잘했다고봄	중국 사람들에게도 저렇게 엄격하게 대했어야 했습니다. 너무 관대하게 대해주니까 문제가 생긴 것이라 보며, 저는 이번 조치가 적절했다고 생각합니다.	2	2	RACISM	[짱깨새끼들, 잘했다고봄] -> 국적 비하어 및 반말투 순화	인종/국적
아따 아줌씨 나으 부모님의 세금으로 만들어진 밥상이니께 쪼까 열심히 하쑈잉	아주머니, 저희 부모님이 내신 세금으로 차려진 밥상이니 조금 더 정성을 다해주십시오.	2	2	GENDER/REGIONAL	[아줌씨, 하쑈잉] -> 여성 비하적 호칭 및 연기된 방언형 조롱 순화	clean
감성팔이해도 모자랄 시기에 병신들 ㅋㅋㅋ	동정심을 유발해도 부족할 판에 어리석은 행동들을 하네요.	0	3	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
죽여버리고싶노 저딴걸영화라고만드냐	(차단된 문장입니다)	1	5	SLUR/COMMUNITY	[죽여버리고싶노] -> 살해 위협 및 커뮤니티 말투로 차단	악플/욕설
주작이 아니라면짱개+그 성별+워마드 ㄹㅇ 혼돈의 카오스 그 자체네 ㅋㅋㅋ	(차단된 문장입니다)	2	5	RACISM/GENDER	[Auto-Refine] 모델 고확합 오답(0.889)에 따른 라벨 교정	여성/가족, 인종/국적
주 예수보다 더 귀한 것은 없네 이 세상 명예와 바꿀 수 없네 이전에 즐기던 세상일도 주 사랑하는 맘 뺏지 못해세상 즐거움 다 버리고 세상 자랑 다 버렸네주 예수보다 더 귀한 것은 없네 예수밖에는 없네	주 예수보다 더 귀한 것은 없네 이 세상 명예와 바꿀 수 없네 이전에 즐기던 세상일도 주 사랑하는 맘 뺏지 못해 세상 즐거움 다 버리고 세상 자랑 다 버렸네 주 예수보다 더 귀한 것은 없네 예수밖에는 없네	0	0	NORMAL	[무해] -> 찬송가 가사 인용	clean
저새끼도 역선택으로 지지율 1위인거지	저 사람도 역선택 덕분에 지지율 1위를 하는 것뿐입니다.	2	2	SLUR	[저새끼, 인거지] -> 비칭 및 반말투 순화	악플/욕설
동성애자같은 사회적 변태소수자들 봐주면 안되는이유가교제허용하면 결혼허용해달라하고, 결혼 허용해주면 또 입양도 허용해달라고하는 정신병자들임Pc충들은 그냥 다 정신병자야	(차단된 문장입니다)	1	5	LGBTQ	[사회적 변태소수자, 정신병자, Pc충] -> 성소수자에 대한 극단적 모멸 및 혐오로 차단	성소수자, 기타 혐오
와 씨발죶같네	와, 정말 기분이 좋지 않네요.	2	3	SLUR	[씨발죶같네] -> 심한 욕설을 정중한 표현으로 순화	악플/욕설
신경쓰인다는 그 여직원이 타준 커피는 넣든 안넣든 찝찝하면 안 먹는게 정신건강에 좋을 것 같음 아재...	신경 쓰인다는 그 여직원이 타준 커피는, 무언가 넣었든 안 넣었든 기분이 좋지 않다면 마시지 않는 것이 정신 건강에 좋을 것 같습니다.	2	2	SLUR	[아재, 먹는게] -> 비칭 및 반말투 순화	clean
남자였으면 그냥 병쉰 취급받았겟지만 여성이라는 점을 어필해서 격식에 맞는 옷을 입지않은 논란이 아니라 여자라서 당했다 라는 프레임을 씌웟네요 여성이라서 당한게아니라 여성이여서 각종 페미니스트와 자칭 깨시민인척하는 사람들한테 우호적인 시선을 받는게 아닐까요?	만약 남성에게 일어난 일이었다면 단순히 부적절한 대우를 받았을 텐데, 여성이라는 점을 강조하여 '여성이라서 당했다'라는 프레임을 씌웠군요. 사실은 여성이라는 이유로 특정 집단이나 자칭 깨어 있는 시민들로부터 무분별한 지지를 받는 것이 문제 아닐까요?	2	2	GENDER	[병쉰, 깨시민] -> 욕설 변형어 및 비꼬는 표현을 정중하게 순화	여성/가족
옹졸이 가슴해지는 싸움이다 열심히 싸워라 그리고 페미는 정신병임 뷔페미니즘 짜져	보잘것없는 싸움이군요. 열심히 계속하십시오. 그리고 페미니즘은 잘못된 생각이며, 유리한 것만 챙기려는 모습은 그만두십시오.	2	3	GENDER	[옹졸이 가슴해지는, 정신병, 짜져] -> 비속어, 장애 비유 및 공격적 표현 순화	여성/가족
서울 씹병신새끼들 수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	서울 사람들의 수준이 정말 낮네요.	0	4	REGIONAL/SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	지역
맞는말임 지금 50대 중후반 세대애비새끼들이 딱! 그럼 나도그랬었지 존나좆같앴음	맞는 말입니다. 지금의 50대 중후반 아버지 세대가 딱 그렇습니다. 저도 경험해봤는데 정말 힘들었습니다.	2	3	AGE/GENDER	[애비새끼, 존나좆같앴음] -> 남성/아버지 비하어 및 욕설 순화	연령
워마드도 너무 소프트하노 페미코인 페미딥웹 만들어서 자지들처럼 쇼린이 포르노 살인청부 여혐 사이트 해킹도 해야되는데 미러링이 아직 원본을 못따라가노	(차단된 문장입니다)	1	5	COMMUNITY/GENDER	[워마드, 자지들, 쇼린이, ~노] -> 특정 커뮤니티 전용 비하어 및 아동 성착취물 언급으로 차단	남성, 연령
무슬림 장애력 ㅍㅌㅊ?	(차단된 문장입니다)	2	5	RELIGION/SLUR/COMMUNITY	[Auto-Refine] 모델 고확합 오답(0.8797)에 따른 라벨 교정	종교, 기타 혐오
난 그래서 요즘 역이용해서 어차피 제사 안하는데~ 하면서 절하고 부랄떨때 방에 콕 박혀있는다 이기	저는 요즘 제사를 지내지 않는 것을 역이용해서, 제사 준비를 할 때 방에 들어가서 나오지 않습니다.	2	2	COMMUNITY	[부랄떨때, 이기] -> 신체 부위 비속어 및 커뮤니티 전용 말투 순화	clean
개독이 아무리 쌍욕을 먹어도 호모새끼들 절대 인정 안하는것 하나만큼은 킹정해줘야됨	(차단된 문장입니다)	2	5	RELIGION/LGBTQ	[Auto-Refine] 모델 고확합 오답(0.9)에 따른 라벨 교정	성소수자, 종교
책이름도 하악하악	책 이름도 '하악하악'이네요.	0	0	NORMAL	[무해] -> 책 제목 언급	clean
한국남자 눈깔 좀 빼라 늬들 눈깔론 아무도 안 쳐다보는 게 보지들을 위한 일이노	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[눈깔 좀 빼라, 보지들, ~노] -> 신체 훼손적 표현 및 극단적 성별 혐오로 차단	남성
치마입고 화장하는게 왜 여자가 된다는거임 그냥 치마입고 화장하는 남자가 되는거지 어느 시대인데 그냥 남자인채로 치마입고 화장해라 처음에야 주변에서 좀 놀라겠지만 곧 별 신경안쓴다	치마를 입고 화장을 한다고 해서 여성이 되는 것은 아닙니까? 단순히 치마를 입고 화장을 하는 남성이 되는 것이죠. 요즘 같은 시대에 그냥 남성으로서 치마를 입고 화장을 하십시오. 처음에는 주변에서 놀랄 수도 있겠지만 곧 익숙해질 것입니다.	2	2	LGBTQ	[된다는거임, 화장해라] -> 반말투 및 LGBTQ 관련 공격성 순화	clean
캬 아주 점잖게 놀았구마이	정말 점잖게 놀았군요.	2	1	NORMAL	[놀았구마이] -> 반말투 및 사투리 분위기를 정중하게 순화	clean
ㅇㅇ 질레트 불매해~ 실컷 불매해~ 푸핰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 한 국 남 자 들 이 불 매 를 ? ㅋㅋㅋㅋㅋ	네, 질레트 제품을 마음껏 불매하십시오. 한국 남성들이 불매운동을 한다는 것이 정말 재미있네요.	0	2	GENDER	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
대한민국의 미래 급식베츙이 응원한다	(차단된 문장입니다)	2	5	AGE/COMMUNITY	[Auto-Refine] 모델 고확합 오답(0.902)에 따른 라벨 교정	연령
이해가 안가네. 중국에선 2등시민 밖에 안되는 소수민족 주제에 왤케 중국에 대한 자부심이 큰지. 어차피 지네 조상도 다 조선인 아닌가	이해가 되지 않습니다. 중국에서 낮은 대우를 받는 소수민족임에도 왜 그렇게 중국에 대한 자부심이 큽니까? 어차피 그들의 조상도 모두 조선인 아닙니까?	2	3	RACISM	[소수민족 주제에, 왤케] -> 특정 민족에 대한 비하적 뉘앙스 및 반말투 순화	인종/국적
수사는 당연히 해야하는데 나는 이게 물타기처럼 보인다 이거지 이득보는 놈이 범인인데 조선족과 문재앙 외에는 생각이 안나네 이 새끼들 너무 눈에 보여 ㅇㅇ 140만도 의심스럽고	수사는 당연히 해야 하지만 제 입장에서는 본질을 흐리려는 시도처럼 보입니다. 이득을 보는 사람이 범인일 텐데, 조선족이나 문재인 전 대통령 외에는 생각나지 않네요. 이 사람들이 너무 노골적으로 행동합니다. 지지자 수도 의심스럽고요.	2	3	RACISM/COMMUNITY	[물타기, 문재앙, 이 새끼들] -> 비속어, 대통령 멸칭 및 비칭 순화	인종/국적
비아냥 거리지는 맙시다. 이번에 민주당 절대 폭력 안쓴거 진짜 잘했어요. When they go low, we go high	비아냥거리지는 맙시다. 이번에 민주당이 폭력을 전혀 사용하지 않은 것은 정말 잘한 일입니다. 상대가 저급하게 행동해도 우리는 품격 있게 나아갑시다.	2	1	NORMAL	[잘했어요] -> 구어체를 정중한 문장으로 순화	clean
한국인이면 짱깨한테 좋은감정이 잇을리가 있냐 전라도는 외국이니 제외하고	(차단된 문장입니다)	2	5	RACISM/REGIONAL	[Auto-Refine] 모델 고확합 오답(0.8845)에 따른 라벨 교정	인종/국적, 지역
무한맵에서 자원 처먹고도 망테크 타는거 보면종교탓이 크다	많은 자원을 가지고도 실패하는 것을 보니 종교적인 영향이 큰 것 같네요.	2	2	RELIGION	[처먹고, 망테크] -> 비속어 및 게임 은어 순화	종교
민사가면 변호사비 패소비용 노트북값 다 물어줄걸200만원이 쌀텐데 ㅋㅋㅋㅌ	민사 소송으로 가게 되면 변호사 비용과 패소 비용, 그리고 노트북 가격까지 모두 변상해야 할 것입니다. 200만 원으로 해결하는 것이 훨씬 나을 텐데요.	0	1	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
동성애는 약으로 치료가 안되냐?	동성애는 약물로 치료할 수 없는 것입니까?	2	2	LGBTQ	[치료가 안되냐] -> 동성애를 질병으로 간주하는 공격적 말투 순화	성소수자
미국 후터스 보면 입에 게거품 물겠네	의 미국의 후터스 레스토랑을 보면 정말 크게 반발하겠네요.	2	1	NORMAL	[게거품 물겠네] -> 관용적 비하 표현을 정중하게 순화	clean
아군이였네.	아군이었군요.	2	1	NORMAL	[아군이였네] -> 반말투 및 오타 순화	clean
웰 컴 투 피씨월듴ㅋㅋㅋㅋㄹㅋㅋ	PC(Political Correctness) 월드에 오신 것을 환영합니다.	0	2	COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
절대 절대 세금으로 세금으로 치료해 주지마라!	절대로 세금을 들여서 치료해주지 마십시오!	2	2	SLUR	[치료해 주지마라] -> 특정 집단(질병 등)에 대한 공격적 명령조 순화	악플/욕설
